domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason,manual_verdict,manual_reason
Software Engineering,synonym,kubernetes scaling,kubernetes scaling challenges,0.667,APPROVED,"kubernetes scaling is the same subject as kubernetes scaling challenges, challenges is an angle",APPROVE,'kubernetes scaling' is a narrower instance of the same subject 'kubernetes scaling challenges'.
Software Engineering,synonym,language server performance,language server support,0.5,APPROVED,"language server performance is an angle on language server support, same subject",APPROVE,'language server performance' and 'language server support' share the same domain subject 'language' with compatible facets.
Software Engineering,synonym,linux desktop adoption,linux adoption experience,0.5,APPROVED,"linux desktop adoption is a specific case of linux adoption experience, same subject",APPROVE,'linux desktop adoption' and 'linux adoption experience' share the same 'linux' domain subject with different facets.
Software Engineering,synonym,linux driver installation issues,linux driver installation,0.75,APPROVED,installation issues are a specific aspect of driver installation,APPROVE,'linux driver installation issues' is a more specific facet of the same subject 'linux driver installation'.
Software Engineering,synonym,linux kernel compatibility,linux compatibility questions,0.5,APPROVED,kernel compatibility is a specific aspect of overall linux compatibility,APPROVE,'linux kernel compatibility' and 'linux compatibility questions' share the same 'linux' domain subject with different facets.
Software Engineering,synonym,live debugging tools,debugging tools,0.667,APPROVED,live debugging tools are a specific type of debugging tools,APPROVE,'live debugging tools' is a more specific facet of the same subject 'debugging tools'.
Software Engineering,synonym,llm code evaluation,code evaluation tooling,0.5,APPROVED,llm code evaluation is a specific form of code evaluation tooling,REJECT,"'llm code evaluation' and 'code evaluation tooling' do not share the same underlying technology, product, or subject."
Software Engineering,synonym,low-code platforms,low code development,0.5,APPROVED,low-code platforms are a specific aspect of low code development,APPROVE,'low-code platforms' and 'low code development' share the same domain subject 'low-code' with compatible facets.
Software Engineering,synonym,minimalist tech stack,developer tech stack,0.5,APPROVED,minimalist tech stack is a specific type of developer tech stack,REJECT,"'minimalist tech stack' and 'developer tech stack' do not share the same underlying technology, product, or subject."
Software Engineering,synonym,mobile app deployment,app deployment tools,0.5,APPROVED,mobile app deployment is a specific case of app deployment tools,REJECT,"'mobile app deployment' and 'app deployment tools' do not share the same underlying technology, product, or subject."
Software Engineering,synonym,mobile php development,mobile php frameworks,0.5,APPROVED,mobile php development is a specific aspect of mobile php frameworks,APPROVE,'mobile php development' and 'mobile php frameworks' share the same two-word subject head 'mobile php'.
Software Engineering,synonym,monorepos react native,react native development,0.5,APPROVED,monorepos react native is a specific aspect of react native development,REJECT,"'monorepos react native' and 'react native development' do not share the same underlying technology, product, or subject."
Software Engineering,synonym,multi-tenant database management,database management,0.5,APPROVED,multi-tenant database management is a specific aspect of database management,APPROVE,'multi-tenant database management' is a more specific facet of the same subject 'database management'.
Software Engineering,synonym,native app development,app development strategies,0.5,APPROVED,native app development is a specific app development strategy,REJECT,"'native app development' and 'app development strategies' do not share the same underlying technology, product, or subject."
Software Engineering,synonym,network file system,file system design,0.5,APPROVED,network file system is a specific type of file system design,REJECT,"'network file system' and 'file system design' do not share the same underlying technology, product, or subject."
Software Engineering,synonym,network performance testing,performance testing tools,0.5,APPROVED,network performance testing is a specific type of performance testing,REJECT,"'network performance testing' and 'performance testing tools' do not share the same underlying technology, product, or subject."
