domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason
Software Engineering,synonym,web testing tools,testing tools,0.667,APPROVED,Web testing tools are a specific kind of testing tools
Software Engineering,synonym,webflow productivity tools,developer productivity tools,0.5,APPROVED,Webflow productivity tools are a specific kind of developer productivity tools
Software Engineering,synonym,webrtc performance optimization,performance optimization,0.667,APPROVED,WebRTC performance optimization is a specific case of performance optimization
Software Engineering,synonym,workflow orchestration sdk,workflow orchestration,0.667,APPROVED,Workflow orchestration SDK is a specific facet of workflow orchestration
Software Engineering,synonym,agent development stack,full stack development,0.5,REJECTED,"agent development stack is about agent-specific development, full stack development is broader and different"
Software Engineering,synonym,api usability issues,api monitoring issues,0.5,REJECTED,"api usability issues concern design/usability, api monitoring issues concern monitoring, different subjects"
Software Engineering,synonym,api usage optimization,api concurrency optimization,0.5,REJECTED,"api usage optimization is broader than api concurrency optimization, which is a specific optimization type, different subjects"
Software Engineering,synonym,api user experience,user experience feedback,0.5,REJECTED,"api user experience is about API UX, user experience feedback is generic and not API-specific, different subjects"
Software Engineering,synonym,api version updates,node.js version updates,0.5,REJECTED,"api version updates concern API versioning, node.js version updates concern platform version, different subjects"
Software Engineering,synonym,app size differences,app size optimization,0.5,REJECTED,"app size differences is about comparing sizes, while app size optimization is about improving size"
Software Engineering,synonym,arm64 hardware optimization,hardware optimization engines,0.5,REJECTED,"arm64 hardware optimization is about optimizing for a specific hardware architecture, while hardware optimization engines is a different subject"
Software Engineering,synonym,auth service scaling,notification service scaling,0.5,REJECTED,auth service scaling and notification service scaling are about different services
Software Engineering,synonym,bug fixing strategies,automated bug fixing,0.5,REJECTED,"bug fixing strategies are general approaches, while automated bug fixing is a specific method"
Software Engineering,synonym,build systems engineering,systems software engineering,0.5,REJECTED,"build systems engineering is about build systems, while systems software engineering is broader and different"
Software Engineering,synonym,c++ project configuration issues,eslint configuration issues,0.5,REJECTED,c++ project configuration issues and eslint configuration issues concern different technologies
Software Engineering,synonym,chat-oriented programming,object oriented programming,0.5,REJECTED,chat-oriented programming and object oriented programming are different programming paradigms
Software Engineering,synonym,chatbot integration tools,chat integration tools,0.5,REJECTED,"chatbot integration tools focus on chatbot-specific integration, while chat integration tools are broader and not necessarily chatbot-related"
Software Engineering,synonym,ci cd monitoring,ci/cd evolution,0.5,REJECTED,"monitoring is a specific activity, while evolution refers to overall changes and progress, different subjects"
Software Engineering,synonym,ci/cd deployment,ci/cd evolution,0.5,REJECTED,"deployment is a specific phase or activity, evolution is a broader concept of change over time, different subjects"
Software Engineering,synonym,ci/cd implementation,ci/cd evolution,0.5,REJECTED,"implementation is a specific activity, evolution is a broader concept of change over time, different subjects"
